,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,30.990146557490032,0.26147385530816464,1.0141523679097493,0.029925822182364316,0.12,0.0731,11,0.032,37.205,0.2599999999999999,0.0,"{'subsample': np.float64(0.12), 'min_child_weight': np.float64(0.0731), 'max_depth': 11, 'learning_rate': np.float64(0.032), 'gamma': np.float64(37.205), 'colsample_bytree': np.float64(0.2599999999999999), 'colsample_bylevel': np.float64(0.0)}",0.36349359833174566,0.374917723276171,0.3765585344035072,0.3716566186704746,0.0058108657459839536,50,0.37229998500131023,0.3785254549224021,0.37296999089722704,0.37459847694031306,0.0027902322518623735,-4954.525362297178,-4878.7702848113895,-4866.611603901183,-4899.9690836699165,38.89514994281035,50,-4886.091193100539,-4877.335355565418,-4901.960055068813,-4888.462201244923,10.191833859310432
1,34.45192448298136,0.058573609376477334,1.3884928226470947,0.003154336753846,0.64,0.4591,11,0.218,38.980000000000004,0.9099999999999996,0.0,"{'subsample': np.float64(0.64), 'min_child_weight': np.float64(0.4591), 'max_depth': 11, 'learning_rate': np.float64(0.218), 'gamma': np.float64(38.980000000000004), 'colsample_bytree': np.float64(0.9099999999999996), 'colsample_bylevel': np.float64(0.0)}",0.6792675299760094,0.676057164238099,0.687489865319781,0.6809381865112965,0.00481456010105083,31,0.706168590171243,0.706628523734964,0.703078306522424,0.7052918068095436,0.001576403578099729,-3516.9980893435786,-3512.1735438005167,-3445.568578317551,-3491.580070487215,32.59460199361845,31,-3342.9863880997777,-3351.042133667751,-3373.2347780833506,-3355.754433283626,12.790506893836376
2,37.144620736440025,1.0525083127191044,1.4887595971425374,0.026484589624103057,0.86,0.0061,12,0.2905,29.46,0.7799999999999997,0.0,"{'subsample': np.float64(0.86), 'min_child_weight': np.float64(0.0061), 'max_depth': 12, 'learning_rate': np.float64(0.2905), 'gamma': np.float64(29.46), 'colsample_bytree': np.float64(0.7799999999999997), 'colsample_bylevel': np.float64(0.0)}",0.7150043524144982,0.7116418540333425,0.7211773748515427,0.7159411937664611,0.003948822027528637,30,0.7579287381761659,0.7601035304259601,0.7543718204462653,0.7574680296827973,0.002362528879503206,-3315.2767026359516,-3313.659574712045,-3254.5642615580364,-3294.5001796353445,28.246674614765514,30,-3034.2902095059735,-3030.280796530193,-3068.066011991619,-3044.2123393425954,16.946329440081765
3,31.792843341827393,0.693409774252097,0.8400015830993652,0.02134029027103732,0.66,0.4841,6,0.0645,31.5,0.9099999999999996,1.0,"{'subsample': np.float64(0.66), 'min_child_weight': np.float64(0.4841), 'max_depth': 6, 'learning_rate': np.float64(0.0645), 'gamma': np.float64(31.5), 'colsample_bytree': np.float64(0.9099999999999996), 'colsample_bylevel': np.float64(1.0)}",0.8818071068574077,0.8808701538432187,0.8848623132848832,0.8825131913285033,0.0017045528665233494,18,0.890060948929791,0.8920573740406177,0.8902954291527629,0.8908045840410571,0.0008910134046841543,-2134.9924801619404,-2129.864955607221,-2091.4023661016035,-2118.753267290255,19.45296419380764,18,-2044.850164754427,-2032.67260841899,-2050.3970401671795,-2042.6399377801988,7.402823680067924
4,44.53736583391825,0.5890247668260794,1.5784822305043538,0.03320645364957461,0.87,0.2731,10,0.20800000000000002,6.3950000000000005,0.5099999999999998,1.0,"{'subsample': np.float64(0.87), 'min_child_weight': np.float64(0.2731), 'max_depth': 10, 'learning_rate': np.float64(0.20800000000000002), 'gamma': np.float64(6.3950000000000005), 'colsample_bytree': np.float64(0.5099999999999998), 'colsample_bylevel': np.float64(1.0)}",0.9484771943410704,0.9435702210222113,0.9487259510743851,0.9469244554792223,0.0023739750872803847,1,0.9872400869861728,0.9873021652747419,0.9868795161592249,0.9871405894733799,0.00018633819612167996,-1409.6147001721024,-1465.8716712802088,-1395.6536379165543,-1423.7133364562885,30.3504169237717,1,-696.6415211491569,-697.1653279658999,-709.0886439028507,-700.9651643393025,5.748146574323191
5,21.431221803029377,0.49596966502952633,0.44767189025878906,0.02241408320551575,0.85,0.10210000000000001,3,0.232,4.255,0.5799999999999997,1.0,"{'subsample': np.float64(0.85), 'min_child_weight': np.float64(0.10210000000000001), 'max_depth': 3, 'learning_rate': np.float64(0.232), 'gamma': np.float64(4.255), 'colsample_bytree': np.float64(0.5799999999999997), 'colsample_bylevel': np.float64(1.0)}",0.8069270559813034,0.804358376739417,0.8102247388847281,0.8071700572018162,0.002401088419843913,24,0.8107902266846524,0.809805292578766,0.8086458270795627,0.8097471154476604,0.0008764134680674406,-2728.735100460699,-2729.432799300617,-2685.0269185709126,-2714.3982727774096,20.770636836014948,24,-2682.6084082786506,-2698.175279871394,-2707.9745194258116,-2696.252735858619,10.44452106108991
6,27.521220445632935,0.5478848026821614,0.6583607991536459,0.012492058073612316,0.38,0.4121,5,0.078,23.92,0.6099999999999998,1.0,"{'subsample': np.float64(0.38), 'min_child_weight': np.float64(0.4121), 'max_depth': 5, 'learning_rate': np.float64(0.078), 'gamma': np.float64(23.92), 'colsample_bytree': np.float64(0.6099999999999998), 'colsample_bylevel': np.float64(1.0)}",0.8525407361552009,0.8538862371454679,0.8557488232239537,0.8540585988415409,0.0013153547242422724,21,0.8585485989302967,0.8631207371811513,0.857654419594507,0.8597745852353182,0.0023940814250410585,-2384.716181817369,-2358.779474273837,-2340.9305404074626,-2361.47539883289,17.976774003146506,21,-2319.4719536599046,-2288.968278375202,-2335.595332140126,-2314.678521391744,19.334826615572332
7,21.75160090128581,0.12674448991856488,0.4249417781829834,0.017504677890069376,0.22,0.0811,3,0.193,24.295,0.46999999999999986,1.0,"{'subsample': np.float64(0.22), 'min_child_weight': np.float64(0.0811), 'max_depth': 3, 'learning_rate': np.float64(0.193), 'gamma': np.float64(24.295), 'colsample_bytree': np.float64(0.46999999999999986), 'colsample_bylevel': np.float64(1.0)}",0.7916335925030311,0.7939323045430408,0.7968334050550037,0.7941331007003586,0.0021275575928762385,26,0.7975071268608591,0.7985439034309101,0.7949948284158931,0.7970152862358875,0.0014900590068481372,-2834.748407226024,-2801.216878241576,-2778.1455566314257,-2804.7036140330088,23.239171940469348,26,-2775.1749714672346,-2776.905832370757,-2802.902644450999,-2784.9944827629965,12.68268271172834
8,29.88079579671224,0.5724379655493729,0.9890821774800619,0.028640646608585747,0.99,0.4121,9,0.0755,27.775000000000002,0.3699999999999999,0.0,"{'subsample': np.float64(0.99), 'min_child_weight': np.float64(0.4121), 'max_depth': 9, 'learning_rate': np.float64(0.0755), 'gamma': np.float64(27.775000000000002), 'colsample_bytree': np.float64(0.3699999999999999), 'colsample_bylevel': np.float64(0.0)}",0.5060117617332636,0.5147203512951652,0.5248103255164087,0.5151808128482792,0.007681385235692244,45,0.5189001745402722,0.521973280547654,0.5233490779065781,0.5214075109981681,0.0018597950923020725,-4364.745965879792,-4298.706723120381,-4248.761399521306,-4304.071362840493,47.502206459885905,45,-4277.628833339208,-4277.569075763338,-4273.914438627955,-4276.370782576833,1.7370687835859486
9,33.97103706995646,0.1961858928770266,0.9647886753082275,0.03197129035757821,0.8,0.3371,7,0.183,13.165000000000001,0.7999999999999996,1.0,"{'subsample': np.float64(0.8), 'min_child_weight': np.float64(0.3371), 'max_depth': 7, 'learning_rate': np.float64(0.183), 'gamma': np.float64(13.165000000000001), 'colsample_bytree': np.float64(0.7999999999999996), 'colsample_bylevel': np.float64(1.0)}",0.9374643727566006,0.9373243416594037,0.9409936851178935,0.938594133177966,0.0016977022336780573,2,0.9567955078798602,0.9586380434741217,0.9568299410425272,0.9574211641321697,0.0008605784528734183,-1552.9748520333294,-1544.8674741033128,-1497.194046439498,-1531.6787908587132,24.608001306742878,2,-1281.8876129738153,-1258.2631624452167,-1286.2249381692388,-1275.4585711960901,12.287247021334174
