,state,county,gisjoin,year range,avg temp,max temp,min temp,hdd,cdd,avg rh,average dp,max dp,min dp,avg wind speed,max wind speed,avg ghr,max ghr,avg dnr,max dnr,avg dhr,max dhr
0,ID,Teton County,G1600810,2000-2019,5.24861066066137,33.250667572021484,-23.291332244873047,5041.1403963844905,277.3832875251714,58.18176876910745,-3.655637532967284,10.759367551079398,-23.29133277990105,4.588922507142367,12.27013874053955,179.33961187214612,1055,210.8765176454042,984.0301513671876,62.89794520547945,435
