gisjoin,state,county,avg temp,max temp,min temp,hdd,cdd,avg rh,average dp,max dp,min dp,avg wind speed,max wind speed,avg ghr,max ghr,avg dnr,max dnr,avg dhr,max dhr
G1600770,ID,Power County,8.387385844748858,36.7,-25.0,4105.558333333261,487.4541666666658,58.378538812785386,-1.2028683124772612,15.473209158466943,-31.704074593202307,4.424006849315069,20.6,186.99931506849316,1017,224.90433789954338,1016,60.426826484018264,471
G1600790,ID,Shoshone County,6.572614155251142,33.9,-22.2,4559.891666666604,279.395833333334,69.13093607305936,0.33043763079399924,15.641915232706822,-28.377360493205146,2.5166666666666666,14.9,153.60422374429223,945,161.19109589041096,985,66.03595890410959,502
G1600810,ID,Teton County,6.94384703196347,36.0,-24.0,4535.995833333725,391.0000000000028,64.7332191780822,-0.8726642241088709,18.950580647140157,-26.35080688986278,3.841609589041096,24.6,184.7304794520548,1024,221.86849315068494,1023,59.16883561643836,517
G1600830,ID,Twin Falls County,9.993424657534247,38.0,-15.0,3581.6541666672006,549.7541666666824,55.78299086757991,-0.09167737214966587,16.049498850551913,-21.24719271244379,4.673847031963471,16.5,196.91849315068492,1019,248.45057077625572,995,58.465639269406395,455
G1600850,ID,Valley County,8.138082191780823,39.0,-20.6,4241.683333333663,532.5833333333461,51.914840182648405,-3.1521575322518736,19.924367617046528,-26.148825198616066,2.6765753424657532,28.3,182.66301369863012,1025,222.26974885844749,1037,59.26404109589041,540
G1600870,ID,Washington County,10.440856164383561,37.7,-16.0,3434.612500000263,566.0249999999994,56.61312785388128,0.7520121145692078,17.201695357197025,-19.519908762798707,2.8378082191780822,13.3,193.59497716894978,996,249.47111872146118,1008,53.73664383561644,433
G1700050,IL,Bond County,12.167420091324201,37.2,-24.5,3040.9958333336713,802.6041666666744,69.87477168949772,6.016682770689209,25.102154367981143,-28.139075179695567,3.4052511415525113,15.9,169.11324200913242,998,159.46575342465752,965,75.44874429223745,569
G1700070,IL,Boone County,8.671609589041097,36.1,-29.4,4062.245833333251,547.8833333333325,72.12545662100456,3.3903716778080843,25.66703326363188,-33.28150828050886,4.266872146118722,13.9,162.4343607305936,975,154.1156392694064,969,74.73675799086757,520
G1700090,IL,Brown County,12.002534246575342,34.0,-27.8,2957.8625000001334,659.287500000018,73.68550228310502,6.982764415868096,26.727719624020494,-35.31215812964348,4.262294520547946,17.5,155.563698630137,976,145.712899543379,946,72.10102739726027,624
G1700110,IL,Bureau County,10.150273972602738,35.0,-29.5,3546.8583333336014,572.2083333333507,66.40536529680365,3.60200736057219,27.016971133811467,-40.608016800210265,3.52824200913242,17.4,162.5796803652968,956,160.10559360730593,917,70.58904109589041,479
G1700130,IL,Calhoun County,13.40730593607306,38.3,-18.9,2739.0874999999573,953.2541666666569,65.93025114155252,6.404073667080048,24.02748930902851,-22.78770379463367,4.299703196347032,14.9,175.14988584474887,1002,174.54885844748858,984,73.37340182648401,644
G1700150,IL,Carroll County,10.150273972602738,35.0,-29.5,3546.8583333336014,572.2083333333507,66.40536529680365,3.60200736057219,27.016971133811467,-40.608016800210265,3.52824200913242,17.4,162.5796803652968,956,160.10559360730593,917,70.58904109589041,479
G1700170,IL,Cass County,11.763196347031965,36.1,-22.2,3129.1541666666108,743.2208333333268,69.09714611872145,5.74308074382007,25.66703326363188,-26.16533028773992,4.631643835616438,15.4,173.42808219178082,992,173.54817351598174,982,73.28150684931506,493
G1700190,IL,Champaign County,11.107511415525114,37.7,-27.4,3283.129166666966,657.8708333333619,74.90353881278538,6.32080205334546,26.598679002081383,-31.976529715462817,4.70060502283105,23.1,155.4920091324201,961,139.28253424657535,953,74.57808219178082,616
G1700210,IL,Christian County,12.167420091324201,37.2,-24.5,3040.9958333336713,802.6041666666744,69.87477168949772,6.016682770689209,25.102154367981143,-28.139075179695567,3.4052511415525113,15.9,169.11324200913242,998,159.46575342465752,965,75.44874429223745,569
G1700230,IL,Clark County,11.695239726027397,35.0,-26.2,3040.1666666669366,629.4291666666962,77.21267123287672,7.391962248989289,26.944082838905842,-26.19999999999999,3.374714611872147,17.4,145.4203196347032,987,122.60856164383561,951,74.32534246575342,663
G1700250,IL,Clay County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1700270,IL,Clinton County,12.167420091324201,37.2,-24.5,3040.9958333336713,802.6041666666744,69.87477168949772,6.016682770689209,25.102154367981143,-28.139075179695567,3.4052511415525113,15.9,169.11324200913242,998,159.46575342465752,965,75.44874429223745,569
G1700290,IL,Coles County,11.107511415525114,37.7,-27.4,3283.129166666966,657.8708333333619,74.90353881278538,6.32080205334546,26.598679002081383,-31.976529715462817,4.70060502283105,23.1,155.4920091324201,961,139.28253424657535,953,74.57808219178082,616
G1700310,IL,Cook County,11.385148401826484,40.0,-27.3,3227.875000000382,703.954166666705,65.67671232876712,4.640161134160904,24.405715546395527,-33.549643743790114,4.534006849315069,17.0,157.21929223744291,960,151.4140410958904,957,71.46472602739726,479
G1700330,IL,Crawford County,13.64958904109589,36.7,-23.3,2578.94999999995,881.5499999999919,69.93356164383562,7.638749873836697,26.1491824203506,-25.786290766871304,3.3453196347031966,13.9,176.53789954337898,1021,172.34372146118722,972,72.74018264840183,605
G1700350,IL,Cumberland County,11.107511415525114,37.7,-27.4,3283.129166666966,657.8708333333619,74.90353881278538,6.32080205334546,26.598679002081383,-31.976529715462817,4.70060502283105,23.1,155.4920091324201,961,139.28253424657535,953,74.57808219178082,616
G1700370,IL,DeKalb County,9.275445205479452,38.0,-25.0,3838.116666667092,544.1541666666866,75.06164383561644,4.503734841651357,24.991678454523026,-27.32071185811435,4.213013698630137,15.9,158.52865296803654,956,147.4658675799087,943,72.85559360730593,555
G1700390,IL,De Witt County,10.368230593607306,35.5,-29.0,3477.6541666669677,582.5583333333382,69.83276255707763,4.236797603253923,26.093455279018485,-33.42062341035944,4.976164383561644,18.0,159.35422374429223,961,143.57271689497716,918,74.20159817351598,579
G1700410,IL,Douglas County,11.107511415525114,37.7,-27.4,3283.129166666966,657.8708333333619,74.90353881278538,6.32080205334546,26.598679002081383,-31.976529715462817,4.70060502283105,23.1,155.4920091324201,961,139.28253424657535,953,74.57808219178082,616
G1700430,IL,DuPage County,10.390833333333333,34.9,-21.0,3467.829166667032,580.9833333333612,71.5546803652968,4.888766797243692,26.052755121510643,-23.428453773749823,4.229520547945206,25.7,159.15388127853882,1002,155.211301369863,931,70.86278538812785,599
G1700450,IL,Edgar County,12.378573059360734,37.2,-33.4,2942.5791666670398,781.2583333333461,73.46426940639269,7.249260024611391,26.631299922018684,-36.56028971016411,3.646906392694064,23.1,148.1025114155251,978,126.34760273972603,938,74.19326484018265,597
G1700470,IL,Edwards County,13.64958904109589,36.7,-23.3,2578.94999999995,881.5499999999919,69.93356164383562,7.638749873836697,26.1491824203506,-25.786290766871304,3.3453196347031966,13.9,176.53789954337898,1021,172.34372146118722,972,72.74018264840183,605
G1700490,IL,Effingham County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1700510,IL,Fayette County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1700530,IL,Ford County,11.107511415525114,37.7,-27.4,3283.129166666966,657.8708333333619,74.90353881278538,6.32080205334546,26.598679002081383,-31.976529715462817,4.70060502283105,23.1,155.4920091324201,961,139.28253424657535,953,74.57808219178082,616
G1700550,IL,Franklin County,13.281529680365297,37.2,-15.0,2629.50833333356,797.7666666666777,71.57248858447488,7.4756320880169636,26.74563492424545,-19.95956413535427,3.007123287671233,36.0,157.65034246575343,996,139.50753424657535,942,76.42020547945205,640
G1700570,IL,Fulton County,10.263002283105024,34.4,-23.9,3536.9999999999327,603.4958333333316,72.0615296803653,4.9283207686102175,26.039773068259535,-28.29865594461606,4.208036529680365,13.9,170.1675799086758,984,167.22716894977168,992,73.54280821917808,514
G1700590,IL,Gallatin County,12.302248858447488,38.6,-20.6,2878.137500000074,688.958333333334,64.575,5.2774993305311755,24.60335107230088,-26.150076887099715,3.2052054794520553,15.4,176.99851598173515,978,172.37682648401827,964,73.90525114155251,587
G1700610,IL,Greene County,11.763196347031965,36.1,-22.2,3129.1541666666108,743.2208333333268,69.09714611872145,5.74308074382007,25.66703326363188,-26.16533028773992,4.631643835616438,15.4,173.42808219178082,992,173.54817351598174,982,73.28150684931506,493
G1700630,IL,Grundy County,9.275445205479452,38.0,-25.0,3838.116666667092,544.1541666666866,75.06164383561644,4.503734841651357,24.991678454523026,-27.32071185811435,4.213013698630137,15.9,158.52865296803654,956,147.4658675799087,943,72.85559360730593,555
G1700650,IL,Hamilton County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1700670,IL,Hancock County,11.960228310502284,36.5,-19.5,3074.308333333735,760.2916666667035,66.60319634703197,5.597448336227893,28.125355774955494,-27.072532254999146,3.4299315068493152,17.5,174.77899543378996,972,188.15011415525115,911,67.20513698630137,509
G1700690,IL,Hardin County,14.684292237442923,37.2,-13.9,2221.4833333332986,901.7499999999912,72.97203196347031,9.290236087620068,26.798545563553887,-20.45514204081158,3.3434589041095895,14.4,173.54075342465754,1012,167.2845890410959,965,72.84577625570776,631
G1700710,IL,Henderson County,11.925490867579907,37.8,-28.4,3206.254166666633,879.558333333327,69.33664383561644,5.941974913982545,27.907054060996643,-32.989596746731905,4.0193378995433795,17.5,169.87465753424658,957,169.8558219178082,908,69.78595890410959,437
G1700730,IL,Henry County,10.148938356164383,36.1,-27.2,3629.554166666574,654.4166666666648,67.14874429223744,3.7798176840735813,27.205130264078264,-33.32620650234617,4.4284132420091336,14.4,168.07956621004567,979,170.1285388127854,973,71.70102739726028,593
G1700750,IL,Iroquois County,11.107511415525114,37.7,-27.4,3283.129166666966,657.8708333333619,74.90353881278538,6.32080205334546,26.598679002081383,-31.976529715462817,4.70060502283105,23.1,155.4920091324201,961,139.28253424657535,953,74.57808219178082,616
G1700770,IL,Jackson County,14.147317351598174,39.0,-23.0,2494.708333333485,978.9791666667015,72.34691780821917,8.709429037253953,28.651781576207952,-25.59495598717882,3.142659817351598,17.4,158.39372146118723,1003,143.10228310502282,978,76.537100456621,632
G1700790,IL,Jasper County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1700810,IL,Jefferson County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1700830,IL,Jersey County,13.40730593607306,38.3,-18.9,2739.0874999999573,953.2541666666569,65.93025114155252,6.404073667080048,24.02748930902851,-22.78770379463367,4.299703196347032,14.9,175.14988584474887,1002,174.54885844748858,984,73.37340182648401,644
G1700850,IL,Jo Daviess County,9.149029680365295,35.0,-26.0,3757.425000000312,417.32083333333475,72.8662100456621,4.007440495402374,26.087993248580574,-28.959201998542028,3.3075114155251146,25.7,146.55456621004566,966,136.39029680365297,935,71.09703196347031,537
G1700870,IL,Johnson County,13.281529680365297,37.2,-15.0,2629.50833333356,797.7666666666777,71.57248858447488,7.4756320880169636,26.74563492424545,-19.95956413535427,3.007123287671233,36.0,157.65034246575343,996,139.50753424657535,942,76.42020547945205,640
G1700890,IL,Kane County,10.390833333333333,34.9,-21.0,3467.829166667032,580.9833333333612,71.5546803652968,4.888766797243692,26.052755121510643,-23.428453773749823,4.229520547945206,25.7,159.15388127853882,1002,155.211301369863,931,70.86278538812785,599
G1700910,IL,Kankakee County,11.385148401826484,40.0,-27.3,3227.875000000382,703.954166666705,65.67671232876712,4.640161134160904,24.405715546395527,-33.549643743790114,4.534006849315069,17.0,157.21929223744291,960,151.4140410958904,957,71.46472602739726,479
G1700930,IL,Kendall County,9.275445205479452,38.0,-25.0,3838.116666667092,544.1541666666866,75.06164383561644,4.503734841651357,24.991678454523026,-27.32071185811435,4.213013698630137,15.9,158.52865296803654,956,147.4658675799087,943,72.85559360730593,555
G1700950,IL,Knox County,10.148938356164383,36.1,-27.2,3629.554166666574,654.4166666666648,67.14874429223744,3.7798176840735813,27.205130264078264,-33.32620650234617,4.4284132420091336,14.4,168.07956621004567,979,170.1285388127854,973,71.70102739726028,593
G1700970,IL,Lake County,8.85118721461187,34.1,-19.0,3886.7125000004867,437.8958333333407,74.20262557077625,4.0858529299206525,27.981060548352616,-24.650416129987008,3.9416324200913246,39.6,143.99977168949772,974,126.68401826484018,907,73.40616438356165,610
G1700990,IL,LaSalle County,9.275445205479452,38.0,-25.0,3838.116666667092,544.1541666666866,75.06164383561644,4.503734841651357,24.991678454523026,-27.32071185811435,4.213013698630137,15.9,158.52865296803654,956,147.4658675799087,943,72.85559360730593,555
G1701010,IL,Lawrence County,13.64958904109589,36.7,-23.3,2578.94999999995,881.5499999999919,69.93356164383562,7.638749873836697,26.1491824203506,-25.786290766871304,3.3453196347031966,13.9,176.53789954337898,1021,172.34372146118722,972,72.74018264840183,605
G1701030,IL,Lee County,10.150273972602738,35.0,-29.5,3546.8583333336014,572.2083333333507,66.40536529680365,3.60200736057219,27.016971133811467,-40.608016800210265,3.52824200913242,17.4,162.5796803652968,956,160.10559360730593,917,70.58904109589041,479
G1701050,IL,Livingston County,10.368230593607306,35.5,-29.0,3477.6541666669677,582.5583333333382,69.83276255707763,4.236797603253923,26.093455279018485,-33.42062341035944,4.976164383561644,18.0,159.35422374429223,961,143.57271689497716,918,74.20159817351598,579
G1701070,IL,Logan County,11.763196347031965,36.1,-22.2,3129.1541666666108,743.2208333333268,69.09714611872145,5.74308074382007,25.66703326363188,-26.16533028773992,4.631643835616438,15.4,173.42808219178082,992,173.54817351598174,982,73.28150684931506,493
G1701090,IL,McDonough County,11.925490867579907,37.8,-28.4,3206.254166666633,879.558333333327,69.33664383561644,5.941974913982545,27.907054060996643,-32.989596746731905,4.0193378995433795,17.5,169.87465753424658,957,169.8558219178082,908,69.78595890410959,437
G1701110,IL,McHenry County,10.390833333333333,34.9,-21.0,3467.829166667032,580.9833333333612,71.5546803652968,4.888766797243692,26.052755121510643,-23.428453773749823,4.229520547945206,25.7,159.15388127853882,1002,155.211301369863,931,70.86278538812785,599
G1701130,IL,McLean County,10.368230593607306,35.5,-29.0,3477.6541666669677,582.5583333333382,69.83276255707763,4.236797603253923,26.093455279018485,-33.42062341035944,4.976164383561644,18.0,159.35422374429223,961,143.57271689497716,918,74.20159817351598,579
G1701150,IL,Macon County,11.714098173515982,36.6,-18.4,3130.804166666976,726.9500000000116,75.06986301369864,6.97132435537934,27.323372122622175,-22.78748357165432,4.449760273972603,15.9,151.6513698630137,985,139.635502283105,942,72.27762557077625,636
G1701170,IL,Macoupin County,12.167420091324201,37.2,-24.5,3040.9958333336713,802.6041666666744,69.87477168949772,6.016682770689209,25.102154367981143,-28.139075179695567,3.4052511415525113,15.9,169.11324200913242,998,159.46575342465752,965,75.44874429223745,569
G1701190,IL,Madison County,13.416164383561645,39.0,-15.0,2648.9500000003277,866.3500000000463,73.58150684931506,8.147867705096221,28.0,-19.415809762250205,3.151643835616439,15.4,167.41883561643834,995,167.7574200913242,945,70.41278538812786,616
G1701210,IL,Marion County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1701230,IL,Marshall County,10.263002283105024,34.4,-23.9,3536.9999999999327,603.4958333333316,72.0615296803653,4.9283207686102175,26.039773068259535,-28.29865594461606,4.208036529680365,13.9,170.1675799086758,984,167.22716894977168,992,73.54280821917808,514
G1701250,IL,Mason County,10.263002283105024,34.4,-23.9,3536.9999999999327,603.4958333333316,72.0615296803653,4.9283207686102175,26.039773068259535,-28.29865594461606,4.208036529680365,13.9,170.1675799086758,984,167.22716894977168,992,73.54280821917808,514
G1701270,IL,Massac County,14.684292237442923,37.2,-13.9,2221.4833333332986,901.7499999999912,72.97203196347031,9.290236087620068,26.798545563553887,-20.45514204081158,3.3434589041095895,14.4,173.54075342465754,1012,167.2845890410959,965,72.84577625570776,631
G1701290,IL,Menard County,11.763196347031965,36.1,-22.2,3129.1541666666108,743.2208333333268,69.09714611872145,5.74308074382007,25.66703326363188,-26.16533028773992,4.631643835616438,15.4,173.42808219178082,992,173.54817351598174,982,73.28150684931506,493
G1701310,IL,Mercer County,10.148938356164383,36.1,-27.2,3629.554166666574,654.4166666666648,67.14874429223744,3.7798176840735813,27.205130264078264,-33.32620650234617,4.4284132420091336,14.4,168.07956621004567,979,170.1285388127854,973,71.70102739726028,593
G1701330,IL,Monroe County,13.416164383561645,39.0,-15.0,2648.9500000003277,866.3500000000463,73.58150684931506,8.147867705096221,28.0,-19.415809762250205,3.151643835616439,15.4,167.41883561643834,995,167.7574200913242,945,70.41278538812786,616
G1701350,IL,Montgomery County,12.167420091324201,37.2,-24.5,3040.9958333336713,802.6041666666744,69.87477168949772,6.016682770689209,25.102154367981143,-28.139075179695567,3.4052511415525113,15.9,169.11324200913242,998,159.46575342465752,965,75.44874429223745,569
G1701370,IL,Morgan County,11.763196347031965,36.1,-22.2,3129.1541666666108,743.2208333333268,69.09714611872145,5.74308074382007,25.66703326363188,-26.16533028773992,4.631643835616438,15.4,173.42808219178082,992,173.54817351598174,982,73.28150684931506,493
G1701390,IL,Moultrie County,11.714098173515982,36.6,-18.4,3130.804166666976,726.9500000000116,75.06986301369864,6.97132435537934,27.323372122622175,-22.78748357165432,4.449760273972603,15.9,151.6513698630137,985,139.635502283105,942,72.27762557077625,636
G1701410,IL,Ogle County,8.671609589041097,36.1,-29.4,4062.245833333251,547.8833333333325,72.12545662100456,3.3903716778080843,25.66703326363188,-33.28150828050886,4.266872146118722,13.9,162.4343607305936,975,154.1156392694064,969,74.73675799086757,520
G1701430,IL,Peoria County,10.263002283105024,34.4,-23.9,3536.9999999999327,603.4958333333316,72.0615296803653,4.9283207686102175,26.039773068259535,-28.29865594461606,4.208036529680365,13.9,170.1675799086758,984,167.22716894977168,992,73.54280821917808,514
G1701450,IL,Perry County,14.147317351598174,39.0,-23.0,2494.708333333485,978.9791666667015,72.34691780821917,8.709429037253953,28.651781576207952,-25.59495598717882,3.142659817351598,17.4,158.39372146118723,1003,143.10228310502282,978,76.537100456621,632
G1701470,IL,Piatt County,11.107511415525114,37.7,-27.4,3283.129166666966,657.8708333333619,74.90353881278538,6.32080205334546,26.598679002081383,-31.976529715462817,4.70060502283105,23.1,155.4920091324201,961,139.28253424657535,953,74.57808219178082,616
G1701490,IL,Pike County,12.002534246575342,34.0,-27.8,2957.8625000001334,659.287500000018,73.68550228310502,6.982764415868096,26.727719624020494,-35.31215812964348,4.262294520547946,17.5,155.563698630137,976,145.712899543379,946,72.10102739726027,624
G1701510,IL,Pope County,14.684292237442923,37.2,-13.9,2221.4833333332986,901.7499999999912,72.97203196347031,9.290236087620068,26.798545563553887,-20.45514204081158,3.3434589041095895,14.4,173.54075342465754,1012,167.2845890410959,965,72.84577625570776,631
G1701530,IL,Pulaski County,14.684292237442923,37.2,-13.9,2221.4833333332986,901.7499999999912,72.97203196347031,9.290236087620068,26.798545563553887,-20.45514204081158,3.3434589041095895,14.4,173.54075342465754,1012,167.2845890410959,965,72.84577625570776,631
G1701550,IL,Putnam County,10.150273972602738,35.0,-29.5,3546.8583333336014,572.2083333333507,66.40536529680365,3.60200736057219,27.016971133811467,-40.608016800210265,3.52824200913242,17.4,162.5796803652968,956,160.10559360730593,917,70.58904109589041,479
G1701570,IL,Randolph County,12.167420091324201,37.2,-24.5,3040.9958333336713,802.6041666666744,69.87477168949772,6.016682770689209,25.102154367981143,-28.139075179695567,3.4052511415525113,15.9,169.11324200913242,998,159.46575342465752,965,75.44874429223745,569
G1701590,IL,Richland County,13.64958904109589,36.7,-23.3,2578.94999999995,881.5499999999919,69.93356164383562,7.638749873836697,26.1491824203506,-25.786290766871304,3.3453196347031966,13.9,176.53789954337898,1021,172.34372146118722,972,72.74018264840183,605
G1701610,IL,Rock Island County,10.148938356164383,36.1,-27.2,3629.554166666574,654.4166666666648,67.14874429223744,3.7798176840735813,27.205130264078264,-33.32620650234617,4.4284132420091336,14.4,168.07956621004567,979,170.1285388127854,973,71.70102739726028,593
G1701630,IL,St. Clair County,13.416164383561645,39.0,-15.0,2648.9500000003277,866.3500000000463,73.58150684931506,8.147867705096221,28.0,-19.415809762250205,3.151643835616439,15.4,167.41883561643834,995,167.7574200913242,945,70.41278538812786,616
G1701650,IL,Saline County,13.281529680365297,37.2,-15.0,2629.50833333356,797.7666666666777,71.57248858447488,7.4756320880169636,26.74563492424545,-19.95956413535427,3.007123287671233,36.0,157.65034246575343,996,139.50753424657535,942,76.42020547945205,640
G1701670,IL,Sangamon County,11.763196347031965,36.1,-22.2,3129.1541666666108,743.2208333333268,69.09714611872145,5.74308074382007,25.66703326363188,-26.16533028773992,4.631643835616438,15.4,173.42808219178082,992,173.54817351598174,982,73.28150684931506,493
G1701690,IL,Schuyler County,12.002534246575342,34.0,-27.8,2957.8625000001334,659.287500000018,73.68550228310502,6.982764415868096,26.727719624020494,-35.31215812964348,4.262294520547946,17.5,155.563698630137,976,145.712899543379,946,72.10102739726027,624
G1701710,IL,Scott County,12.002534246575342,34.0,-27.8,2957.8625000001334,659.287500000018,73.68550228310502,6.982764415868096,26.727719624020494,-35.31215812964348,4.262294520547946,17.5,155.563698630137,976,145.712899543379,946,72.10102739726027,624
G1701730,IL,Shelby County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1701750,IL,Stark County,10.263002283105024,34.4,-23.9,3536.9999999999327,603.4958333333316,72.0615296803653,4.9283207686102175,26.039773068259535,-28.29865594461606,4.208036529680365,13.9,170.1675799086758,984,167.22716894977168,992,73.54280821917808,514
G1701770,IL,Stephenson County,8.671609589041097,36.1,-29.4,4062.245833333251,547.8833333333325,72.12545662100456,3.3903716778080843,25.66703326363188,-33.28150828050886,4.266872146118722,13.9,162.4343607305936,975,154.1156392694064,969,74.73675799086757,520
G1701790,IL,Tazewell County,10.263002283105024,34.4,-23.9,3536.9999999999327,603.4958333333316,72.0615296803653,4.9283207686102175,26.039773068259535,-28.29865594461606,4.208036529680365,13.9,170.1675799086758,984,167.22716894977168,992,73.54280821917808,514
G1701810,IL,Union County,14.147317351598174,39.0,-23.0,2494.708333333485,978.9791666667015,72.34691780821917,8.709429037253953,28.651781576207952,-25.59495598717882,3.142659817351598,17.4,158.39372146118723,1003,143.10228310502282,978,76.537100456621,632
G1701830,IL,Vermilion County,11.107511415525114,37.7,-27.4,3283.129166666966,657.8708333333619,74.90353881278538,6.32080205334546,26.598679002081383,-31.976529715462817,4.70060502283105,23.1,155.4920091324201,961,139.28253424657535,953,74.57808219178082,616
G1701850,IL,Wabash County,13.64958904109589,36.7,-23.3,2578.94999999995,881.5499999999919,69.93356164383562,7.638749873836697,26.1491824203506,-25.786290766871304,3.3453196347031966,13.9,176.53789954337898,1021,172.34372146118722,972,72.74018264840183,605
G1701870,IL,Warren County,11.925490867579907,37.8,-28.4,3206.254166666633,879.558333333327,69.33664383561644,5.941974913982545,27.907054060996643,-32.989596746731905,4.0193378995433795,17.5,169.87465753424658,957,169.8558219178082,908,69.78595890410959,437
G1701890,IL,Washington County,12.167420091324201,37.2,-24.5,3040.9958333336713,802.6041666666744,69.87477168949772,6.016682770689209,25.102154367981143,-28.139075179695567,3.4052511415525113,15.9,169.11324200913242,998,159.46575342465752,965,75.44874429223745,569
G1701910,IL,Wayne County,13.264257990867579,37.0,-23.4,2711.8375000002775,873.7916666666782,67.64349315068493,6.848150948991369,26.087993248580574,-36.930704432159445,2.6941210045662105,14.4,169.3033105022831,986,161.76141552511416,956,71.12819634703196,614
G1701930,IL,White County,12.302248858447488,38.6,-20.6,2878.137500000074,688.958333333334,64.575,5.2774993305311755,24.60335107230088,-26.150076887099715,3.2052054794520553,15.4,176.99851598173515,978,172.37682648401827,964,73.90525114155251,587
G1701950,IL,Whiteside County,10.150273972602738,35.0,-29.5,3546.8583333336014,572.2083333333507,66.40536529680365,3.60200736057219,27.016971133811467,-40.608016800210265,3.52824200913242,17.4,162.5796803652968,956,160.10559360730593,917,70.58904109589041,479
G1701970,IL,Will County,11.385148401826484,40.0,-27.3,3227.875000000382,703.954166666705,65.67671232876712,4.640161134160904,24.405715546395527,-33.549643743790114,4.534006849315069,17.0,157.21929223744291,960,151.4140410958904,957,71.46472602739726,479
G1701990,IL,Williamson County,13.281529680365297,37.2,-15.0,2629.50833333356,797.7666666666777,71.57248858447488,7.4756320880169636,26.74563492424545,-19.95956413535427,3.007123287671233,36.0,157.65034246575343,996,139.50753424657535,942,76.42020547945205,640
G1702010,IL,Winnebago County,8.671609589041097,36.1,-29.4,4062.245833333251,547.8833333333325,72.12545662100456,3.3903716778080843,25.66703326363188,-33.28150828050886,4.266872146118722,13.9,162.4343607305936,975,154.1156392694064,969,74.73675799086757,520
G1702030,IL,Woodford County,10.263002283105024,34.4,-23.9,3536.9999999999327,603.4958333333316,72.0615296803653,4.9283207686102175,26.039773068259535,-28.29865594461606,4.208036529680365,13.9,170.1675799086758,984,167.22716894977168,992,73.54280821917808,514
G1800050,IN,Bartholomew County,11.052534246575343,36.1,-23.3,3322.733333333265,677.4083333333302,70.98641552511415,5.420615378104062,26.036674404409666,-26.64176434284147,4.292933789954339,13.4,171.28881278538813,998,153.23025114155251,944,80.80102739726027,619
G1800070,IN,Benton County,10.82263698630137,37.0,-23.3,3357.3125000002015,628.0750000000195,73.87351598173515,5.860235882760917,29.916968735479088,-27.093159211672315,3.9348858447488593,14.9,148.77728310502283,955,129.5326484018265,921,72.89703196347033,606
G1800090,IN,Blackford County,11.361472602739726,36.0,-20.0,3200.8583333336533,668.2958333333623,72.66141552511415,5.802760638750484,29.0,-23.290716247334018,4.1350799086758,20.6,150.63915525114155,973,129.6269406392694,947,75.52682648401826,650
G1800110,IN,Boone County,11.052534246575343,36.1,-23.3,3322.733333333265,677.4083333333302,70.98641552511415,5.420615378104062,26.036674404409666,-26.64176434284147,4.292933789954339,13.4,171.28881278538813,998,153.23025114155251,944,80.80102739726027,619
G1800130,IN,Brown County,11.052534246575343,36.1,-23.3,3322.733333333265,677.4083333333302,70.98641552511415,5.420615378104062,26.036674404409666,-26.64176434284147,4.292933789954339,13.4,171.28881278538813,998,153.23025114155251,944,80.80102739726027,619
G1800150,IN,Carroll County,10.82263698630137,37.0,-23.3,3357.3125000002015,628.0750000000195,73.87351598173515,5.860235882760917,29.916968735479088,-27.093159211672315,3.9348858447488593,14.9,148.77728310502283,955,129.5326484018265,921,72.89703196347033,606
G1800170,IN,Cass County,10.449840182648403,35.0,-23.9,3434.8166666668894,569.5083333333381,73.7560502283105,5.280117397019607,24.950069963938176,-25.34571250055376,4.6000570776255705,21.1,156.0728310502283,966,131.76255707762556,933,77.29235159817351,634
