gisjoin,state,county,avg temp,max temp,min temp,hdd,cdd,avg rh,average dp,max dp,min dp,avg wind speed,max wind speed,avg ghr,max ghr,avg dnr,max dnr,avg dhr,max dhr
G4600030,SD,Aurora County,7.74689497716895,43,-33.4,4453.70833333362,601.825,70.4792237442922,2.1476190672915,26.0238244749664,-38.6828577459735,4.76769406392694,28.8,155.477168949772,1000,164.353196347032,967,64.065296803653,526
G4700010,TN,Anderson County,14.4485844748858,38.3,-14.4,2288.84999999998,883.083333333322,70.9299086757991,8.63418189684812,25.5915140009212,-19.148893944969,2.86479452054795,15.5,178.293264840183,1001,162.754223744292,988,79.8141552511416,584
G4800010,TX,Anderson County,18.9523401826484,36.7,-8.9,1187.51666666667,1425.62083333332,74.8172374429224,13.7192871270249,26.7985455635539,-16.6932901832338,3.05631278538813,12.9,191.526369863014,1003,173.787442922374,1005,81.9251141552511,672
G4900010,UT,Beaver County,10.812796803653,37.2,-22.2,3371.93333333334,639.104166666676,45.9622146118721,-2.60351306446883,14.5071493810653,-32.3053801293173,3.62135844748858,17,215.793607305936,1070,273.690296803653,1037,59.5892694063927,553
G5000010,VT,Addison County,7.86614155251142,37.2,-27.8,4132.37083333325,324.012500000002,67.8295662100457,1.73559272216145,24.0272230787182,-30.5897053090163,4.20937214611872,21.1,153.107077625571,1007,140.721917808219,1009,74.2770547945206,517
G5100010,VA,Accomack County,14.6437442922374,37.2,-11,2195.11250000009,860.579166666692,72.4406392694064,9.18305409195039,26.6147323268712,-20.1542902582316,3.3375799086758,15.4,170.279908675799,976,171.739726027397,964,72.6631278538813,459
G5300010,WA,Adams County,11.1836643835616,41,-10,3178.85000000039,581.387500000018,63.9478310502283,3.15219987562462,19.6267709567211,-16.9831138326213,3.03745433789954,19.5,172.114155251142,949,206.482305936073,940,59.7495433789954,440
G5400010,WV,Barbour County,9.67018264840183,30.6,-27.2,3505.27083333327,355.387500000002,75.5915525114155,4.90661277647865,25.6306893629639,-33.384979475754,2.53778538812785,15.4,154.686872146119,1009,123.759246575342,982,79.7100456621005,498
G5500010,WI,Adams County,7.76013698630137,33,-26,4186.92083333367,339.870833333325,72.0268264840183,2.44377507681567,21.982543819491,-29.5520638013186,3.53868721461187,16,150.569406392694,968,148.003652968037,945,66.199200913242,562
G5600010,WY,Albany County,6.72067351598174,32.2,-23,4494.22500000019,267.770833333332,55.5682648401826,-3.16930168383616,16.6323443868349,-26.3508068898628,5.60263698630137,23.1,187.218835616438,1036,236.483105022831,1037,59.8618721461187,537
G0100030,AL,Baldwin County,19.347773972602738,36.6,-7.0,1015.2083333332616,1397.6458333333496,75.27945205479452,14.316208878603101,27.045460787215063,-12.499546590315163,3.4552968036529683,27.7,196.8392694063927,1004,188.125,988,80.09885844748858,667
G0400030,AZ,Cochise County,17.623264840182646,41.0,-6.7,1541.0999999999894,1294.0916666666974,41.44063926940639,1.6705677251164786,21.09020203951411,-25.025485191277454,3.443287671232877,22.6,234.99543378995435,1074,292.86301369863014,1032,60.007990867579906,477
G0500030,AR,Ashley County,18.166609589041094,38.0,-6.7,1406.9374999999748,1358.2500000000248,74.07043378995434,12.804397998498104,27.023161231994493,-17.75217245886779,2.7756735159817354,25.7,184.10011415525113,996,173.2219178082192,964,77.17762557077626,631
G0600030,CA,Alpine County,6.572956621004566,31.0,-20.0,4529.908333333423,249.53749999999806,57.82294520547945,-3.0230805016487623,14.04260278805998,-22.41991173091523,2.7265410958904113,17.0,212.20536529680365,1038,278.7439497716895,1037,53.47420091324201,492
G0800030,CO,Alamosa County,5.272271689497717,30.6,-32.2,4998.137499999939,243.0166666666672,57.05913242009132,-4.584936926784205,17.526911741258687,-33.52922808113294,3.404600456621005,20.0,223.23059360730593,1073,294.4341324200913,1076,57.59406392694064,554
G0900030,CT,Hartford County,10.91607305936073,34.0,-18.0,3134.5791666671726,439.4458333333405,69.67557077625571,4.7714600851206335,23.93661310364996,-26.455740713513848,2.899908675799087,16.5,152.7093607305936,975,138.52511415525115,884,72.64908675799087,529
G1000030,DE,New Castle County,12.274372146118722,34.4,-25.0,2885.104166666619,685.7499999999964,68.12522831050228,6.011944802965793,25.619129260951865,-31.66348488711708,4.005468036529681,20.6,168.7845890410959,996,160.38082191780822,973,75.08367579908676,513
G1200030,FL,Baker County,20.97026255707763,37.2,-2.0,685.337499999974,1659.9833333333065,74.93253424657534,15.92312109926559,27.209799143742543,-15.829382395039204,3.7016095890410967,15.5,189.5140410958904,999,166.86392694063926,939,83.41883561643836,646
G1300030,GA,Atkinson County,19.09933789954338,36.2,-4.0,1096.6041666666008,1388.3625000000536,73.9865296803653,13.62775747562126,26.087993248580574,-18.727130654017145,2.781986301369863,27.8,181.79166666666666,1011,165.28036529680367,984,79.58025114155251,620
G1600030,ID,Adams County,11.196929223744291,38.3,-16.1,3174.8374999999282,582.2166666666658,54.71963470319635,0.6075836125746864,16.632344386834916,-17.761473691096057,3.376632420091325,15.4,184.55308219178082,1003,219.8423515981735,1020,60.400342465753425,515
G1700030,IL,Alexander County,13.491529680365295,36.1,-22.3,2542.383333333432,787.2916666666724,73.17705479452054,8.239513755427033,26.150284357616556,-27.342455551379402,3.529828767123288,25.7,169.3714611872146,996,162.54703196347032,981,70.375,612
G1800030,IN,Allen County,9.698778538812785,35.0,-23.3,3679.208333333252,539.7624999999985,71.82043378995434,4.347733070458685,25.619129260951865,-29.457577118412786,4.475342465753425,15.4,161.35730593607306,996,141.2720319634703,932,77.84760273972603,499
G1900030,IA,Adams County,10.429337899543379,36.0,-23.0,3492.933333333754,620.1416666666852,74.65148401826484,5.67960389760225,28.00277919135084,-27.434420355910902,4.4811643835616435,19.0,161.50125570776257,982,163.4271689497717,967,69.0560502283105,568
G2000030,KS,Anderson County,14.200662100456622,40.0,-21.7,2567.6666666666933,1071.4083333333604,71.6236301369863,8.497582643756365,28.30000000000001,-44.87551670198167,4.360308219178082,19.1,173.68333333333334,972,174.1288812785388,964,68.73630136986301,579
G2100030,KY,Allen County,13.95107305936073,36.1,-23.4,2447.60000000013,860.2416666666601,73.96038812785388,8.81660808893293,26.052755121510643,-26.6102557058789,2.90041095890411,13.4,154.85513698630137,1017,131.8832191780822,910,75.77066210045662,668
G2200030,LA,Allen Parish,19.57100456621005,38.0,-4.7,1086.6833333333159,1550.599999999986,73.69737442922374,14.20723941151131,29.45706556514625,-14.65663242105029,3.554908675799087,23.6,189.37762557077625,1003,167.99166666666667,966,83.62659817351599,626
G2300030,ME,Aroostook County,4.791769406392693,33.1,-32.3,5120.725000000389,190.2208333333327,68.94406392694064,-1.1825164683013887,21.935511845950145,-35.77868039838705,3.607659817351598,15.0,150.57625570776256,947,167.100799086758,991,61.66267123287671,527
G2400030,MD,Anne Arundel County,13.20881278538813,35.0,-14.4,2622.708333333305,764.4249999999961,64.64292237442922,6.004965408008955,25.10535980098348,-22.768069634514347,3.9163013698630142,15.4,169.90319634703195,987,167.5634703196347,990,72.5054794520548,480
G2500030,MA,Berkshire County,8.830422374429224,34.0,-17.0,3764.0958333339318,307.6999999999919,72.24703196347032,3.5353783818046662,24.020828554643913,-25.68480989766809,2.8598401826484023,14.9,145.3093607305936,967,135.53036529680367,928,69.40719178082192,438
G2600030,MI,Alger County,5.485547945205479,30.8,-37.8,4835.658333333847,158.38333333333142,72.29075342465754,0.3961768811027163,22.884751804592668,-37.80000000000001,3.5668721461187216,14.9,150.1496575342466,964,154.6670091324201,939,63.89543378995434,515
G2700030,MN,Anoka County,6.660342465753425,34.0,-28.0,4677.020833333939,428.5458333333383,67.31906392694064,0.11345082736226694,25.0,-32.149823022815355,3.5397374429223745,28.8,137.46609589041097,960,129.31495433789954,930,69.17431506849314,656
G2800030,MS,Alcorn County,16.551666666666666,38.9,-10.0,1794.9791666666626,1156.8374999999946,72.57785388127854,10.92746634978903,26.17486622527747,-15.161551642564632,2.964109589041096,12.9,181.76803652968036,1007,172.32431506849315,923,74.53904109589041,558
G2900030,MO,Andrew County,11.970456621004567,36.0,-17.8,3145.9125000001336,835.6291666666858,69.19600456621005,5.77733357028251,27.791248881944284,-22.537769574896032,4.287328767123288,16.4,171.59075342465752,985,181.11849315068494,996,68.28892694063927,529
G3000030,MT,Big Horn County,8.02697488584475,36.7,-26.7,4168.312499999935,418.65833333333325,60.062899543379,-0.5424583122539721,19.49531427430844,-28.846421713009022,3.568127853881279,20.1,174.90570776255709,973,205.2148401826484,1008,62.61392694063927,485
G3100030,NE,Antelope County,9.23041095890411,39.4,-28.9,3978.3124999999814,667.9125000000005,65.2332191780822,2.2215067044534584,23.97021023136432,-37.451803714968406,5.321689497716895,18.5,179.12123287671233,987,198.1670091324201,975,67.33219178082192,472
G3200030,NV,Clark County,19.835468036529683,44.4,-3.3,1373.2583333333369,1933.704166666681,29.604908675799088,-0.7835930247211259,22.300957717859205,-22.957216334358975,4.46222602739726,20.6,231.98424657534247,1133,295.8848173515982,1059,59.330365296803656,595
G3300030,NH,Carroll County,8.211392694063928,34.4,-22.8,4026.8750000003693,344.533333333332,65.53127853881278,1.3572403842132201,23.254200756553587,-33.08664253855278,2.952659817351598,13.9,160.7353881278539,965,165.68150684931507,919,65.5607305936073,553
G3400030,NJ,Bergen County,12.117374429223744,34.4,-16.0,2751.0500000003626,494.3916666666671,64.33778538812786,4.795744512117784,23.367170401682017,-24.484989286696475,3.6677168949771692,27.7,149.53344748858447,969,134.77785388127853,960,74.43710045662101,619
G3500030,NM,Catron County,12.146723744292238,34.1,-13.6,2778.441666666778,532.4958333333457,43.96404109589041,-1.8879123375435825,17.020839226424073,-25.87373983321916,4.42222602739726,52.5,225.17077625570775,1077,296.88230593607307,1077,54.39931506849315,489
G3600030,NY,Allegany County,6.383515981735159,31.1,-23.9,4556.8749999999645,207.35833333333457,75.14714611872147,1.8355191832744189,22.29444718738216,-26.6102557058789,3.6822260273972605,12.9,153.51118721461188,991,119.7648401826484,955,82.75833333333334,487
G3700030,NC,Alexander County,15.153755707762556,35.0,-11.7,2020.4166666667154,872.0375000000062,66.37260273972603,7.969754519889383,24.067116037161497,-27.211913617600374,2.311678082191781,12.8,178.3134703196347,1004,172.03481735159818,1010,76.8351598173516,610
G3800030,ND,Barnes County,4.659086757990869,36.1,-33.9,5360.875000000321,381.94166666666405,76.42796803652968,0.2703326120572929,27.583087033476545,-37.63254775417161,4.930057077625571,17.0,142.9428082191781,950,149.99212328767123,983,62.025228310502285,503
G3900030,OH,Allen County,10.735262557077625,33.0,-17.2,3172.6583333336057,411.529166666671,71.26495433789954,5.276313444477913,27.016971133811467,-20.23894649273859,4.015787671232877,17.0,149.3900684931507,968,130.5802511415525,944,72.97283105022831,565
G4000030,OK,Alfalfa County,14.495810502283105,41.0,-16.0,2621.0291666667167,1232.5000000000125,63.11769406392694,6.132383495888109,24.26108028545201,-22.12723203574177,5.009155251141553,28.3,193.17796803652968,992,213.44760273972602,980,68.7818493150685,648
G4100030,OR,Benton County,12.338287671232878,36.0,-4.0,2570.8041666668996,394.77916666666505,68.95787671232877,6.104388419457918,20.248571052334682,-6.946902670656755,2.7975342465753426,18.6,159.1224885844749,964,157.96335616438355,913,68.62100456621005,432
G4200030,PA,Allegheny County,11.239600456621003,32.7,-16.7,2994.5458333336496,417.5000000000054,71.29086757990868,5.681741103722302,23.088644167393397,-22.00843155775337,3.8675342465753433,23.1,140.32100456621004,998,115.68812785388128,933,73.7574200913242,604
G4400030,RI,Kent County,10.519543378995433,35.0,-15.6,3311.049999999919,471.1833333333329,68.41952054794521,4.299791785751411,25.56184802533187,-23.47905445073684,4.3727397260273975,23.2,158.67397260273972,963,145.20513698630137,936,75.64098173515981,478
G4500030,SC,Aiken County,17.31875570776256,37.8,-7.2,1575.0416666666652,1216.8874999999905,70.8824200913242,11.124256876797274,25.591514000921222,-15.490953586312855,2.816997716894978,14.4,193.16130136986303,1021,185.68493150684932,999,78.9148401826484,537
G4600050,SD,Beadle County,6.963698630136986,40.6,-31.7,4639.270833333281,501.5208333333319,69.6291095890411,0.9996718134007335,24.954966205589244,-36.73110098633683,4.716335616438357,18.5,170.18299086757992,958,183.55547945205478,963,69.37899543378995,567
G4700030,TN,Bedford County,15.40046803652968,36.7,-14.4,2114.441666666638,1056.112499999987,68.02922374429224,8.793805551851838,24.465973578563137,-19.1763711754883,3.3546803652968045,16.5,179.75730593607307,1031,165.64166666666668,1019,80.5208904109589,603
G4800030,TX,Andrews County,17.41994292237443,39.4,-11.7,1612.8249999999932,1291.6041666666588,54.69783105022831,6.320619268477325,23.341171255776544,-19.635744005874386,5.275079908675799,22.6,220.7900684931507,1062,246.94737442922374,1029,68.71267123287672,646
G4900030,UT,Box Elder County,9.138025114155251,43.1,-18.0,3928.4375000000928,584.3166666666694,60.743607305936074,-0.08929749845073005,19.058956661985803,-25.943421393902412,2.9939840182648396,25.7,183.17659817351597,1029,216.2650684931507,1021,61.43367579908676,573
G5000030,VT,Bennington County,7.70170091324201,34.0,-24.5,4245.9000000003,377.5208333333331,66.37625570776255,1.316566779989836,23.911186111465838,-36.32744373915722,3.2368036529680366,17.0,155.54600456621006,972,152.23961187214613,978,67.89611872146119,571
G5100030,VA,Albemarle County,14.351529680365294,37.0,-16.0,2169.7750000001174,728.5833333333734,65.6082191780822,6.988017027629708,32.0,-27.0394932760654,2.3902968036529684,14.9,161.94954337899543,981,152.52237442922373,968,75.43538812785388,644
G5300030,WA,Asotin County,11.325262557077624,40.0,-10.6,3153.9874999999593,608.2083333333316,60.40799086757991,2.588950114781813,18.88032111140774,-17.776245960424916,2.422671232876713,16.5,162.72933789954337,960,183.63481735159817,954,62.99623287671233,463
G5400030,WV,Berkeley County,12.857317351598175,35.0,-14.4,2540.1125000000934,553.5333333333584,69.43972602739726,6.6293674117248464,25.088412486512652,-23.906792394100876,2.621700913242009,29.8,154.7043378995434,969,136.91255707762556,946,75.33230593607306,582
G5500030,WI,Ashland County,5.467180365296803,34.0,-29.0,4977.73333333381,293.75416666666257,66.71461187214612,-0.9279659350502623,23.140265529759745,-35.91428197204377,3.393390410958904,13.4,150.21963470319633,950,158.66358447488585,935,63.84874429223744,445
G5600030,WY,Big Horn County,7.906974885844748,40.0,-22.3,4305.004166666674,511.54999999999995,57.29474885844749,-1.7319887390602713,18.281925578855123,-30.310145002868694,2.4761986301369863,28.2,182.79018264840184,1008,219.39326484018264,1012,62.773744292237446,506
G0100050,AL,Barbour County,16.107237442922372,35.0,-13.4,1891.0708333333898,1090.7125000000008,72.60205479452055,10.242687636448265,26.122718095448818,-21.138483257249533,2.0954452054794523,17.4,184.89771689497718,1000,167.00171232876713,986,82.0316210045662,657
G0100070,AL,Bibb County,17.259155251141554,37.0,-9.0,1578.7749999999853,1198.8666666667407,74.11358447488584,11.877347721510494,26.023824474966375,-14.65663242105029,2.4815525114155252,12.9,170.97739726027396,1047,148.98196347031964,985,79.27100456621005,684
G0100090,AL,Blount County,16.972237442922378,35.0,-12.2,1617.3166666666573,1132.6833333333277,69.77671232876712,10.706303756370172,26.0,-17.683032013370223,2.9428082191780827,14.4,186.40365296803654,1013,173.19200913242008,1002,81.19623287671233,583
G0100110,AL,Bullock County,18.090285388127853,36.0,-10.3,1350.8249999999364,1274.2791666667515,75.38767123287671,12.932831731623871,25.045509469875412,-17.748570133203117,2.150947488584475,11.3,183.5310502283105,1010,164.65833333333333,987,79.11906392694064,592
G0100130,AL,Butler County,17.987968036529683,39.4,-7.2,1384.1124999999993,1270.2208333333213,71.24246575342465,12.042996064695082,26.007714628891847,-14.367253891587495,2.7517694063926945,19.6,192.75022831050228,1022,170.58196347031964,1035,86.78995433789954,575
G0100150,AL,Calhoun County,16.681529680365294,35.0,-6.6,1586.66666666663,995.9250000000144,76.10148401826484,11.731680569876968,25.41741782010604,-16.45715108613632,2.428630136986302,28.2,166.86575342465753,991,137.94486301369864,984,82.65547945205479,594
G0100170,AL,Chambers County,16.244315068493147,31.6,-13.4,1591.1541666666824,840.8291666666684,67.67454337899544,9.468537170030881,23.88532693946638,-21.70437478519071,2.688059360730594,12.3,197.16769406392694,1004,193.66666666666666,988,74.56609589041096,567
G0100190,AL,Cherokee County,15.601038812785388,35.3,-9.0,1881.9583333333603,896.837500000021,71.17408675799086,9.79134729009093,27.016971133811467,-18.457437159342163,1.9585159817351596,13.4,177.20319634703196,1026,166.29349315068492,932,76.64691780821917,629
G0100210,AL,Chilton County,17.771198630136983,36.7,-10.6,1564.0833333333137,1371.0708333333398,68.7271689497717,11.137096261130672,26.14159988489314,-18.80155284765013,2.9272602739726032,12.3,185.07682648401826,1008,165.3659817351598,1015,83.52408675799087,643
G0100230,AL,Choctaw County,17.430627853881276,38.9,-8.3,1574.0708333333307,1256.7499999999907,73.12716894977169,11.741963516378435,27.203469306722354,-16.149969449096318,2.8617351598173517,15.5,184.9005707762557,1008,162.89634703196347,999,82.70650684931506,581
G0100250,AL,Clarke County,17.430627853881276,38.9,-8.3,1574.0708333333307,1256.7499999999907,73.12716894977169,11.741963516378435,27.203469306722354,-16.149969449096318,2.8617351598173517,15.5,184.9005707762557,1008,162.89634703196347,999,82.70650684931506,581
G0100270,AL,Clay County,16.681529680365294,35.0,-6.6,1586.66666666663,995.9250000000144,76.10148401826484,11.731680569876968,25.41741782010604,-16.45715108613632,2.428630136986302,28.2,166.86575342465753,991,137.94486301369864,984,82.65547945205479,594
G0100290,AL,Cleburne County,16.681529680365294,35.0,-6.6,1586.66666666663,995.9250000000144,76.10148401826484,11.731680569876968,25.41741782010604,-16.45715108613632,2.428630136986302,28.2,166.86575342465753,991,137.94486301369864,984,82.65547945205479,594
G0100310,AL,Coffee County,17.592374429223746,35.0,-11.7,1459.2708333332928,1200.9875000000186,74.54246575342465,12.25406238330155,26.184149506017548,-25.607826157717938,2.8177397260273973,11.8,183.33093607305935,1007,161.7769406392694,983,83.74703196347032,639
G0100330,AL,Colbert County,16.545490867579908,37.0,-17.3,1657.6916666667066,1017.2958333333527,75.23162100456621,11.603117470516551,26.93306385177675,-22.845370305627057,2.8444977168949777,12.8,159.93972602739726,1004,133.57899543378994,959,76.8898401826484,608
G0100350,AL,Conecuh County,17.987968036529683,39.4,-7.2,1384.1124999999993,1270.2208333333213,71.24246575342465,12.042996064695082,26.007714628891847,-14.367253891587495,2.7517694063926945,19.6,192.75022831050228,1022,170.58196347031964,1035,86.78995433789954,575
