,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,89.56635840733846,1.7307080857940695,2.06182853380839,0.03216171629700257,0.9500000000000001,0.15009999999999998,3,0.2275,34.76,0.9499999999999995,0.0,"{'subsample': np.float64(0.9500000000000001), 'min_child_weight': np.float64(0.15009999999999998), 'max_depth': 3, 'learning_rate': np.float64(0.2275), 'gamma': np.float64(34.76), 'colsample_bytree': np.float64(0.9499999999999995), 'colsample_bylevel': np.float64(0.0)}",0.45707466624133275,0.4584052160770222,0.457752361417751,0.45774408124536864,0.0005432262495218323,30,0.4579869845213369,0.45787765004528336,0.4579367284101735,0.4579337876589313,4.4684023445205556e-05,-1946.2920651520049,-1933.0767930024695,-1940.3801389529337,-1939.9163323691362,5.4050711932993725,30,-1936.8943339999296,-1942.5056470129725,-1939.3377384484922,-1939.5792398204649,2.297165008887366
1,128.31656750043234,2.9450236721797545,2.8138837814331055,0.12939608948840123,0.92,0.0741,5,0.006500000000000001,20.975,0.6599999999999997,1.0,"{'subsample': np.float64(0.92), 'min_child_weight': np.float64(0.0741), 'max_depth': 5, 'learning_rate': np.float64(0.006500000000000001), 'gamma': np.float64(20.975), 'colsample_bytree': np.float64(0.6599999999999997), 'colsample_bylevel': np.float64(1.0)}",0.38870734650127037,0.3910210355673882,0.38950220623165566,0.3897435294334381,0.000959849619977769,43,0.39000610617620024,0.39044656249868914,0.3891924399381783,0.3898817028710226,0.0005194952588490142,-2065.202046855015,-2049.8072092061466,-2058.8752617165387,-2057.9615059259,6.318041299456022,43,-2054.772831571158,-2059.7737838328108,-2058.641197324672,-2057.729270909547,2.141041525486249
2,89.13679758707683,0.09237874764993377,2.0198381741841636,0.024203576509784018,0.060000000000000005,0.1671,3,0.28350000000000003,39.49,0.5299999999999998,0.0,"{'subsample': np.float64(0.060000000000000005), 'min_child_weight': np.float64(0.1671), 'max_depth': 3, 'learning_rate': np.float64(0.28350000000000003), 'gamma': np.float64(39.49), 'colsample_bytree': np.float64(0.5299999999999998), 'colsample_bylevel': np.float64(0.0)}",0.4393088719097289,0.4418254716913802,0.4531596698826985,0.4447646711612692,0.006024412627792117,36,0.441064863109376,0.44046690257338894,0.4527034817812031,0.44474508248798933,0.005632730461822732,-1977.8793702417772,-1962.442214841867,-1948.5800615083792,-1962.9672155306744,11.967152052073743,36,-1966.897720244404,-1973.4518036910047,-1948.6767356391815,-1963.0087531915299,10.48154084718689
3,92.62572813034058,0.8854705458674146,2.1243600050608316,0.05944915551958732,0.54,0.24309999999999998,3,0.08800000000000001,4.51,0.9199999999999996,0.0,"{'subsample': np.float64(0.54), 'min_child_weight': np.float64(0.24309999999999998), 'max_depth': 3, 'learning_rate': np.float64(0.08800000000000001), 'gamma': np.float64(4.51), 'colsample_bytree': np.float64(0.9199999999999996), 'colsample_bylevel': np.float64(0.0)}",0.36067067737381,0.362951725575799,0.36112421688517227,0.36158220661159374,0.000985938188420919,45,0.3617197481743365,0.3619796667840668,0.36153996509879205,0.36174646001906513,0.00018049844873750009,-2112.030912464996,-2096.5153300764014,-2106.1834660488075,-2104.9099028634014,6.3979057305097395,45,-2101.8744684812577,-2107.3219639039285,-2104.724790212897,-2104.640407532694,2.2247309833690396
4,168.4944318930308,1.5033725071837345,4.690208355585734,0.057287567805661375,0.75,0.3621,8,0.10300000000000001,28.845,0.3699999999999999,1.0,"{'subsample': np.float64(0.75), 'min_child_weight': np.float64(0.3621), 'max_depth': 8, 'learning_rate': np.float64(0.10300000000000001), 'gamma': np.float64(28.845), 'colsample_bytree': np.float64(0.3699999999999999), 'colsample_bylevel': np.float64(1.0)}",0.9018556112598191,0.9020145150790171,0.9028355540401722,0.9022352267930028,0.0004294238067530822,5,0.9088956472616233,0.9092157382240191,0.9094377798356252,0.9091830551070892,0.00022252800804644797,-827.5051319444397,-822.2289117780449,-821.3753690087291,-823.7031375770712,2.7109044852089306,5,-794.0916593172644,-794.9117509841218,-792.6874604676196,-793.896956923002,0.9184402873709342
5,117.392560561498,1.0567765356555316,2.441281000773112,0.06780782935935718,0.23,0.2281,4,0.0115,6.965,0.43999999999999984,1.0,"{'subsample': np.float64(0.23), 'min_child_weight': np.float64(0.2281), 'max_depth': 4, 'learning_rate': np.float64(0.0115), 'gamma': np.float64(6.965), 'colsample_bytree': np.float64(0.43999999999999984), 'colsample_bylevel': np.float64(1.0)}",0.4440975189380917,0.4465160974210747,0.44593586972788846,0.4455164953623516,0.0010309499223011608,35,0.44576496665093424,0.4457647569332325,0.44541308199996943,0.4456476018613787,0.00016583060642706273,-1969.4151059280423,-1954.1791161910385,-1961.4082765863911,-1961.6674995684907,6.222766974712447,35,-1958.6104083031116,-1964.0869187643757,-1961.612716169113,-1961.4366810788667,2.2392384081546086
6,122.54365976651509,0.8435017229978128,3.988419691721598,0.13352701379154608,0.15000000000000002,0.0121,10,0.101,31.815,0.15999999999999998,0.0,"{'subsample': np.float64(0.15000000000000002), 'min_child_weight': np.float64(0.0121), 'max_depth': 10, 'learning_rate': np.float64(0.101), 'gamma': np.float64(31.815), 'colsample_bytree': np.float64(0.15999999999999998), 'colsample_bylevel': np.float64(0.0)}",0.45488003621198925,0.45791678223735444,0.45157328961009635,0.4547900360198134,0.0025905018437828086,31,0.45811666882729885,0.4591041447014549,0.4535348485439811,0.4569185540242449,0.002426365489559206,-1950.221779756178,-1933.9482631205494,-1951.4044237263574,-1945.1914888676947,7.96480824590303,31,-1936.662605409534,-1940.3070456772307,-1947.1961115897134,-1941.388587558826,4.36775974180529
7,128.8131663799286,4.855959041104774,3.29577374458313,0.16880106226196429,0.11,0.1571,6,0.246,9.93,0.2899999999999999,1.0,"{'subsample': np.float64(0.11), 'min_child_weight': np.float64(0.1571), 'max_depth': 6, 'learning_rate': np.float64(0.246), 'gamma': np.float64(9.93), 'colsample_bytree': np.float64(0.2899999999999999), 'colsample_bylevel': np.float64(1.0)}",0.8769178314801935,0.8759998358768708,0.8792778561569286,0.8773985078379977,0.001380734480830481,8,0.8810404433577799,0.8810149747243468,0.8839273943320103,0.8819942708047123,0.0013669642988917653,-926.6922440218808,-924.9601033172642,-915.5487111983942,-922.4003528458464,4.896176930624762,8,-907.4041045828322,-910.0385451898026,-897.4150005979749,-904.9525501235366,5.437282346027587
8,108.04626162846883,2.0665123675054264,2.3679746786753335,0.0454011586291174,0.34,0.3201,4,0.0445,34.075,0.3799999999999999,1.0,"{'subsample': np.float64(0.34), 'min_child_weight': np.float64(0.3201), 'max_depth': 4, 'learning_rate': np.float64(0.0445), 'gamma': np.float64(34.075), 'colsample_bytree': np.float64(0.3799999999999999), 'colsample_bylevel': np.float64(1.0)}",0.6801964209015949,0.6822178727769217,0.6811560157116558,0.6811901031300575,0.0008256061955256427,15,0.6817010986271896,0.682458652692785,0.6807004920326576,0.681620081117544,0.0007200486577803068,-1493.755847870581,-1480.7324858106213,-1487.9114975827786,-1487.4666104213268,5.3260637920837235,15,-1484.289587394847,-1486.6672536459914,-1488.4271468853592,-1486.4613293087325,1.6954160273884233
9,108.13455684979756,0.6768458473902844,3.107022285461426,0.030669670311394788,0.08,0.4831,6,0.04,5.495,0.7399999999999997,0.0,"{'subsample': np.float64(0.08), 'min_child_weight': np.float64(0.4831), 'max_depth': 6, 'learning_rate': np.float64(0.04), 'gamma': np.float64(5.495), 'colsample_bytree': np.float64(0.7399999999999997), 'colsample_bylevel': np.float64(0.0)}",0.33570628094038457,0.33927441254098467,0.335366359760809,0.336782351080726,0.0017676093730159353,46,0.33678803191333007,0.3384544293870011,0.3355540397943977,0.3369321670315763,0.0011884573043668663,-2152.8711188581315,-2135.120711670564,-2148.22192924793,-2145.4045865922085,7.515419862341747,46,-2142.5316608515805,-2145.8211269528956,-2147.1297545411812,-2145.1608474485524,1.934354873074116
