,state,county,gisjoin,year range,avg temp,max temp,min temp,hdd,cdd,avg rh,average dp,max dp,min dp,avg wind speed,max wind speed,avg ghr,max ghr,avg dnr,max dnr,avg dhr,max dhr
0,VA,Norton city,G5107200,2060-2079,14.426537385060689,33.29594802856445,-11.781634330749512,2256.310069383285,842.4962149302709,70.81337435561228,8.50034083492624,22.62274350794741,-12.00796238074666,5.295571479106059,15.44528865814209,172.46563926940638,997,185.56435517064585,954.046142578125,76.91826484018264,631
