,state,county,gisjoin,year range,avg temp,max temp,min temp,hdd,cdd,avg rh,average dp,max dp,min dp,avg wind speed,max wind speed,avg ghr,max ghr,avg dnr,max dnr,avg dhr,max dhr
0,KS,Morton County,G2001290,1980-1999,12.131857738863339,38.72499847412109,-19.952999114990234,3055.938861299625,804.5669359843373,49.50496155899954,0.31940117734307333,17.237808483528333,-24.760421210964463,4.521655691173523,10.951584815979004,169.18561643835616,983,220.27350625416884,972.0443725585938,64.44680365296804,662
