,state,county,gisjoin,year range,avg temp,max temp,min temp,hdd,cdd,avg rh,average dp,max dp,min dp,avg wind speed,max wind speed,avg ghr,max ghr,avg dnr,max dnr,avg dhr,max dhr
0,IN,White County,G1801810,1980-1999,9.6505514931898,33.121334075927734,-30.207334518432617,3710.938481502238,553.8897765159836,68.68504775495833,3.4555056929627272,22.13811854849302,-30.20733464673549,4.141205513763101,9.686429977416992,148.77728310502283,955,181.08764452684147,934.8988037109376,72.89657534246575,606
