,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_samples,param_max_features,param_max_depth,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,mean_train_r2,std_train_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0,2609.8133211930594,74.16478209363987,5.628178119659424,0.02485628179463947,120,10,9,0.25,0.5,5,"{'n_estimators': np.int64(120), 'min_samples_split': 10, 'min_samples_leaf': np.int64(9), 'max_samples': 0.25, 'max_features': 0.5, 'max_depth': 5}",0.5007771933560796,0.5018074214066364,0.4984011256653825,0.5003285801426994,0.0014263363396327519,3,0.5005045009178481,0.5007192950867625,0.5012345256626565,0.5008194405557557,0.0003063286559976789,-5986.913096913436,-5978.342372567813,-6002.387211198623,-5989.214226893291,9.950208225076217,3,-5987.973456187101,-5987.880706467201,-5982.975362614625,-5986.276508422976,2.3345696767826025
1,335.283650636673,11.66585509496169,23.02375356356303,0.6372670044114016,170,10,1,0.5,1,20,"{'n_estimators': np.int64(170), 'min_samples_split': 10, 'min_samples_leaf': np.int64(1), 'max_samples': 0.5, 'max_features': 1, 'max_depth': 20}",0.3770213917741707,0.376068672137266,0.38052400706168865,0.37787135699104174,0.0019156083410782811,5,0.46234299347542596,0.46142100774740213,0.467489900199782,0.4637513004742034,0.002670250968447514,-6687.939141482874,-6690.376406320582,-6670.493599071207,-6682.936382291555,8.85446048323268,5,-6212.504721155729,-6219.070110444551,-6182.056181603825,-6204.543671068034,16.12537277978721
2,425.2421652475993,2.5832070474602293,8.757864554723104,0.029253233491722458,40,10,5,0.5,log2,30,"{'n_estimators': np.int64(40), 'min_samples_split': 10, 'min_samples_leaf': np.int64(5), 'max_samples': 0.5, 'max_features': 'log2', 'max_depth': 30}",0.707516768380605,0.7048553770702386,0.7126804664825759,0.7083508706444732,0.003248569020118529,1,0.8143820945805084,0.8109219739510704,0.8187953988507467,0.8146998224607751,0.003222154369065828,-4582.539653577714,-4601.50177430507,-4542.849066294149,-4575.630164725645,24.438232565677836,1,-3650.2617762544737,-3684.862424669481,-3606.2317568083186,-3647.118652577424,32.177682762125926
3,936.1883006095886,71.65782862414808,3.7880098819732666,0.20314045413347637,70,2,5,0.75,sqrt,10,"{'n_estimators': np.int64(70), 'min_samples_split': 2, 'min_samples_leaf': np.int64(5), 'max_samples': 0.75, 'max_features': 'sqrt', 'max_depth': 10}",0.5630253571411272,0.5561011062755015,0.5589467976066134,0.559357753674414,0.002841710304233045,2,0.5692600833691321,0.5609063106963293,0.5674937855372797,0.5658867265342471,0.0035947515859131693,-5601.235897089538,-5643.183694043049,-5628.481220515679,-5624.300270549422,17.37842866465016,2,-5560.599761655716,-5615.382521509658,-5571.411021063976,-5582.464434743117,23.69136494977754
4,48.84563438097636,0.4328242882025566,4.7292336622873945,0.01497474209626936,20,10,3,0.5,1,30,"{'n_estimators': np.int64(20), 'min_samples_split': 10, 'min_samples_leaf': np.int64(3), 'max_samples': 0.5, 'max_features': 1, 'max_depth': 30}",0.4375748263447854,0.429376762417772,0.4489237743491167,0.43862512103722473,0.008014518412096777,4,0.5943042738648849,0.5881536618124901,0.6056898195046113,0.5960492517273287,0.007264659544950018,-6354.598573738424,-6398.186319084816,-6291.461874089217,-6348.082255637487,43.813039087309086,4,-5396.526241273885,-5438.365004908758,-5319.710738301043,-5384.867328161229,49.13692730374318
