learning_rate,max_depth,n_estimators,mean_fit_time,std_fit_time,mean_score_time,std_score_time,mean_test_r2,test_r2,mean_train_r2,train_r2,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error
0.0879922543569107,1,161,0.035904248555501304,0.02398964381736364,0.0018265247344970703,9.566756545221349e-05,-52.96820471954323,71.86827265409963,0.9999796721448845,8.449305092765869e-06,-3521.8455068147887,1402.0903047745808,-12.574128963682144,2.6099392087271682
0.13593563908785256,1,161,0.03380004564921061,0.021144226301410156,0.0017868677775065105,0.00011410553673316682,-53.15462363170232,72.12227260223165,0.9999999385289797,3.125490983897641e-08,-3528.1514550276747,1405.186490729177,-0.6746949759303263,0.19032892400844556
0.21000141557086555,1,161,0.033562421798706055,0.021014719593537384,0.001771847407023112,0.00010812754978802511,-53.14090755353494,72.10271630140615,0.9999999999942822,3.4966292166241454e-12,-3528.03664032376,1404.861940055144,-0.006228117959246312,0.0024638083511332827
0.324422607917163,1,161,0.03611032168070475,0.024059052768579926,0.0018102327982584636,0.00012265569388025878,-52.15876714112684,70.74129790044661,0.9999999999995027,1.7379098502546698e-13,-3496.10693162471,1385.8154124615442,-0.0019890682716131075,9.221226900924731e-05
0.5011872336272722,1,161,0.0352177619934082,0.023664726772415292,0.001806020736694336,9.23233170274607e-05,-50.18029025935073,67.91867695861777,0.9999999999999166,2.698892573643508e-14,-3467.7554808073523,1337.7555056590713,-0.0008169976589785891,3.4326747835955084e-05
0.01,1,183,0.034994920094807945,0.0196551550791931,0.0018516381581624348,0.00010954987073424772,-41.81917365817203,53.42575770570231,0.8263947748069637,0.03300122525031317,-3286.2486884084115,977.6408039536343,-1207.2956686595442,169.19157499141096
0.015448591479026755,1,183,0.04195110003153483,0.029310200782748527,0.0017921129862467449,7.115408890114982e-05,-43.7911168270708,57.58274196851294,0.9203353268375968,0.017883429076331846,-3296.8028342378802,1085.6869736222527,-812.5481920400322,102.11184153631412
0.023865897868585808,1,183,0.03545697530110677,0.02061752227876968,0.0018239816029866536,0.00011963725094712179,-47.17281768797133,63.40347092599456,0.9741495540010506,0.00650867688765515,-3347.2620787195797,1245.2186452361645,-460.810687417714,55.81320479094689
0.036869450645195756,1,183,0.0355826218922933,0.02168408761921461,0.0017671585083007812,9.134533191878422e-05,-50.45997768768806,68.3181907405389,0.9953346101722342,0.001381734886626316,-3440.2068344692234,1345.2680719299285,-194.58877561180964,26.837418012259768
0.056958108107376865,1,183,0.03443773587544759,0.020498968809106788,0.001775979995727539,0.00010421501272289898,-52.39821050702528,71.07076237225496,0.999674582337422,0.00011677866745686159,-3503.429067279299,1390.1821333815426,-50.87759917305211,8.693157886034037
0.0879922543569107,1,183,0.03813799222310384,0.018895686482727592,0.001802523930867513,9.152299620969327e-05,-53.06673954029045,72.0025623893488,0.9999949577507999,2.2272822760833103e-06,-3525.223345561999,1403.7317979345687,-6.224900480831998,1.4089139660489014
0.13593563908785256,1,183,0.03563610712687174,0.020337053940570168,0.0018364588419596355,9.014037228156929e-05,-53.16154058862049,72.13193854649269,0.9999999930283496,3.7516208228756726e-09,-3528.3566117823575,1405.329240963784,-0.22490731737410943,0.06982734339548832
0.21000141557086555,1,183,0.0407873789469401,0.027183050898229772,0.001872698465983073,8.412952033794638e-05,-53.140986082279944,72.10282815464245,0.9999999999991592,3.0120489111671855e-13,-3528.0380081458547,1404.8637953827833,-0.002583732437952425,0.00017223750608334702
0.324422607917163,1,183,0.037444114685058594,0.026868728725542555,0.001878817876180013,0.00013447235279489856,-52.15876714112684,70.74129790044661,0.9999999999995027,1.7379098502546698e-13,-3496.10693162471,1385.8154124615442,-0.0019890682716131075,9.221226900924731e-05
0.5011872336272722,1,183,0.03560288747151693,0.02045547390290315,0.001876513163248698,5.4167502536257594e-05,-50.18029025935073,67.91867695861777,0.9999999999999166,2.698892573643508e-14,-3467.7554808073523,1337.7555056590713,-0.0008169976589785891,3.4326747835955084e-05
0.01,1,205,0.040947675704956055,0.020238255414551765,0.001884778340657552,3.874446589058979e-05,-41.67618731273054,53.62291172612201,0.854302017770349,0.028913382245991485,-3275.3135532752544,984.926549951124,-1104.2802485003917,151.0362705976349
0.015448591479026755,1,205,0.03801894187927246,0.0259260779497184,0.0017791589101155598,7.503997265089885e-05,-44.64219317538679,59.139229452078595,0.9381628507960933,0.014261137925494109,-3302.7427895989094,1131.176293251668,-714.9562272068797,86.83452061045828
0.023865897868585808,1,205,0.03701035181681315,0.020703871881216175,0.0017761389414469402,9.452453957617622e-05,-48.095787691510736,64.84422987260751,0.9822179952064434,0.004653821322973494,-3369.0368524788278,1279.0713087893978,-381.6968311806508,47.40891514208058
0.036869450645195756,1,205,0.04768657684326172,0.03157994732389092,0.001803000768025716,0.00011729553337826012,-51.106813505412475,69.27097191508723,0.9973823271756848,0.0008126540213492131,-3458.644899399498,1364.0849116696427,-145.44978077279737,21.02893403869142
0.056958108107376865,1,205,0.045859336853027344,0.02098975446063023,0.0018062591552734375,8.137679341224368e-05,-52.668743205287875,71.45640792578273,0.9998671120369629,5.027215112958361e-05,-3511.7132644431244,1396.6615951787687,-32.39565149003305,5.916209511092538
0.0879922543569107,1,205,0.038530429204305015,0.020143381533229386,0.0019205411275227864,0.00013552809474044977,-53.116031422563736,72.069805606986,0.9999987470846934,5.83182547955549e-07,-3526.8766490992234,1404.5597918394194,-3.0843406145451624,0.754730333559386
0.13593563908785256,1,205,0.036758025487264,0.020504918532743784,0.0017997423807779949,9.371525073082363e-05,-53.16417176598653,72.13568752949803,0.9999999992163328,4.40647375769054e-10,-3528.422339031528,1405.3918286823643,-0.07468542876735591,0.02496976877729643
0.21000141557086555,1,205,0.040702104568481445,0.025785144589122896,0.0019044081370035808,4.215104425496803e-05,-53.140986082279944,72.10282815464245,0.9999999999991592,3.0120489111671855e-13,-3528.0380081458547,1404.8637953827833,-0.002583732437952425,0.00017223750608334702
0.324422607917163,1,205,0.03767704963684082,0.02167126384059234,0.0018676122029622395,0.00013416369876342865,-52.15876714112684,70.74129790044661,0.9999999999995027,1.7379098502546698e-13,-3496.10693162471,1385.8154124615442,-0.0019890682716131075,9.221226900924731e-05
0.5011872336272722,1,205,0.035535335540771484,0.02048099085449702,0.0018177032470703125,0.00012218775786700597,-50.18029025935073,67.91867695861777,0.9999999999999166,2.698892573643508e-14,-3467.7554808073523,1337.7555056590713,-0.0008169976589785891,3.4326747835955084e-05
0.01,1,227,0.038673718770345054,0.021370596427170107,0.001881996790568034,0.00018456178485288963,-42.35649175122436,54.86759064411121,0.8773884328751619,0.02535719487478814,-3285.2313159838045,1012.4546130545435,-1011.4244207988289,134.8449478694131
0.015448591479026755,1,227,0.041336774826049805,0.024365917396314062,0.0018240610758463542,3.300889705208015e-05,-45.46030356808825,60.53248873284861,0.9517693213212949,0.011362686647851354,-3316.212182144723,1167.7538511177336,-630.8077325913531,74.8253686889728
0.023865897868585808,1,227,0.0925738016764323,0.10072453354413825,0.0017442703247070312,0.00010926613625741291,-48.90316077308133,66.03682337458507,0.9877628325781757,0.0033230061478682397,-3393.256925937294,1302.0521268196626,-316.22837575107957,40.37236367020563
0.036869450645195756,1,227,0.037460883458455406,0.019425291031685867,0.001788775126139323,8.674862175729572e-05,-51.561746527557894,69.90649448766574,0.9985306506827913,0.0004767824818676519,-3475.151101688393,1373.416175064759,-108.73550567586078,16.481426398687468
0.056958108107376865,1,227,0.039391120274861656,0.02200406953668512,0.0017804304758707683,8.880813823269618e-05,-52.84693945004593,71.7009538564144,0.9999456988964308,2.1547548892881544e-05,-3517.8418497787075,1399.8307488523183,-20.63275245652319,4.0128870196455475
0.0879922543569107,1,227,0.22952055931091309,0.24018819265424074,0.0020542144775390625,0.00020856824958286638,-53.14049301625746,72.10327999390033,0.999999688429028,1.5199740665268952e-07,-3527.6782234915604,1404.9825766049569,-1.5284856885522113,0.40205371787036215
0.13593563908785256,1,227,0.04455320040384928,0.026745557629057795,0.0020907719930013022,0.00019942364609342665,-53.165031577692076,72.13686687211927,0.9999999999087268,5.284093652968367e-11,-3528.447464872217,1405.406962740809,-0.025307345648933933,0.009051648909004851
0.21000141557086555,1,227,0.05329251289367676,0.011216206915815447,0.0021566549936930337,0.000257229401207276,-53.140986082279944,72.10282815464245,0.9999999999991592,3.0120489111671855e-13,-3528.0380081458547,1404.8637953827833,-0.002583732437952425,0.00017223750608334702
0.324422607917163,1,227,0.03976360956827799,0.018519490994729524,0.0018974145253499348,5.777059230819079e-05,-52.15876714112684,70.74129790044661,0.9999999999995027,1.7379098502546698e-13,-3496.10693162471,1385.8154124615442,-0.0019890682716131075,9.221226900924731e-05
0.5011872336272722,1,227,0.037592172622680664,0.01924279570128812,0.0018876393636067708,0.00012280668202644754,-50.18029025935073,67.91867695861777,0.9999999999999166,2.698892573643508e-14,-3467.7554808073523,1337.7555056590713,-0.0008169976589785891,3.4326747835955084e-05
0.01,1,250,0.03993304570515951,0.019422298768452376,0.0018634796142578125,0.00011579192931088293,-43.024756559130196,56.10347848168045,0.897403415124579,0.022045850641997496,-3292.233653043129,1043.4207106078227,-923.7991693537915,120.10788889980469
0.015448591479026755,1,250,0.041966915130615234,0.01829545350589237,0.0019513765970865886,9.563534245546919e-05,-46.2171177364842,61.87844295829276,0.9626514686752022,0.00903548144975957,-3324.327328784802,1208.5601720794798,-554.5850811140438,65.69209557929732
0.023865897868585808,1,250,0.044494946797688804,0.016981476128998037,0.0035413106282552085,0.0023338551866485097,-49.57422802735607,67.06620004658194,0.9917167374380105,0.0023332305283695755,-3410.562453729544,1325.5809785527183,-259.8123159747718,34.186642841654184
0.036869450645195756,1,250,0.039413134256998696,0.021301663452446773,0.001867850621541341,8.692013189286718e-05,-51.97715623799534,70.48333288719935,0.9991962270952115,0.00027215800916154017,-3489.3818158104036,1381.5827946105842,-80.23830827829161,12.77050779809172
0.056958108107376865,1,250,0.04780189196268717,0.022980357053314852,0.0019535223642985025,1.3766938307147014e-05,-52.96660622073389,71.86345416526807,0.9999786755689092,8.859541438706608e-06,-3522.0028163420425,1401.7569083791914,-12.878694488947714,2.6657797922505413
0.0879922543569107,1,250,0.0478519598642985,0.017353292418818972,0.001915295918782552,0.00010725485902650493,-53.153516476067985,72.12094475090115,0.999999927184644,3.7057002084447954e-08,-3528.1049274178326,1405.1891917688372,-0.734147228552621,0.20661548814183425
0.13593563908785256,1,250,0.04743774731953939,0.02935098963212146,0.0019429524739583333,0.00016754458405441385,-53.165284883933374,72.13720729730659,0.9999999999905921,5.168432866348394e-12,-3528.455397278351,1405.4106051156975,-0.008223914367239148,0.0025566080955956158
0.21000141557086555,1,250,0.04145057996114095,0.018417974797981688,0.0018779436747233074,7.403945140502385e-05,-53.140986082279944,72.10282815464245,0.9999999999991592,3.0120489111671855e-13,-3528.0380081458547,1404.8637953827833,-0.002583732437952425,0.00017223750608334702
0.324422607917163,1,250,0.03899939854939779,0.02136351634135609,0.001814126968383789,6.984728532411055e-05,-52.15876714112684,70.74129790044661,0.9999999999995027,1.7379098502546698e-13,-3496.10693162471,1385.8154124615442,-0.0019890682716131075,9.221226900924731e-05
0.5011872336272722,1,250,0.03750300407409668,0.019067944002570114,0.001789093017578125,9.035550390583444e-05,-50.18029025935073,67.91867695861777,0.9999999999999166,2.698892573643508e-14,-3467.7554808073523,1337.7555056590713,-0.0008169976589785891,3.4326747835955084e-05
0.015448591479026755,2,50,0.0216219425201416,0.018511577011011537,0.0017455418904622395,0.00018196844995189108,-61.74213532144768,68.51243749353038,0.5918180679708915,0.01901557667066579,-4235.236810919333,1196.699131927792,-1869.6507863476418,254.75815141264658
0.023865897868585808,2,50,0.02335810661315918,0.01990012470266942,0.0017367998758951824,0.00017489649129502779,-63.93179038250682,68.33702268385558,0.7412814880805954,0.015793109030626605,-4345.335648624423,1320.1646769189347,-1486.620489369591,194.5395453875269
0.036869450645195756,2,50,0.023109038670857746,0.020699777931503717,0.0017518202463785808,0.00012650366887709903,-67.39158921499101,69.39967724470283,0.8691151249699786,0.010059237796707131,-4497.650859866323,1464.326881940818,-1055.664922806445,130.68742424909505
0.056958108107376865,2,50,0.02449790636698405,0.02279585841984018,0.001859744389851888,0.00033472713747021766,-65.10981586363455,63.08385492276803,0.9533661518835848,0.003749215821554773,-4573.037297963805,1490.973737204194,-629.7324954557308,75.66961621602783
0.0879922543569107,2,50,0.02271127700805664,0.020078451020645233,0.0017975171407063801,0.00016406436133615932,-65.21136125807227,60.61627389920187,0.99066587353704,0.0007899938280063296,-4699.9709611314765,1497.8397944340181,-281.5567520470402,32.84613716249564
0.13593563908785256,2,50,0.023070732752482098,0.02025570064825179,0.0017797152201334636,0.0001921921267844712,-63.19639383540507,57.01967020045989,0.9992583915336949,6.936514196195717e-05,-4730.087733198335,1462.3770780733935,-79.30586514176797,9.082793807177321
0.21000141557086555,2,50,0.023267110188802082,0.019420619395033215,0.0017664432525634766,0.00010541930301325812,-64.01976713173235,57.81786918761965,0.9999869339375763,1.4317436604508064e-06,-4768.335479317557,1454.3476527826847,-10.517001748574005,1.2087580901224912
0.324422607917163,2,50,0.023929437001546223,0.02195200428024365,0.0018039544423421223,0.00012089496469812882,-64.62601229080413,59.427394641764785,0.999999982036364,2.2604134591565448e-09,-4759.234252724524,1421.898180923957,-0.38941922038435184,0.043924798300529144
